IlmnID,beta_value
cg44486958_TC21,0.938047379857298
cg41615663_BC21,0.919860856654889
cg33374488_TC21,0.823484378698823
cg45059213_TC11,0.902099906606215
cg42387857_TC21,0.0455361451995717
cg39550140_BC21,0.949013073147111
cg28539425_BC21,0.477512110062785
cg35578014_TC21,0.912335719613918
cg30940570_TC21,0.884802996668308
cg29251270_BC21,0.805048954306667
cg39154238_BC11,0.728232340704612
cg35609194_BC21,0.343324929115079
cg28581892_BC21,0.958135498117719
cg38105050_TC21,0.735502427063701
cg32019765_BC11,0.0299629236903398
cg32403732_TC21,0.755107530444687
cg45498928_BC21,0.955877754632228
cg41806695_BC11,0.012793742744369
cg34866405_BC21,0.073348944994698
cg29865359_BC11,0.0136844158867555
cg42600200_TC21,0.837252846065048
cg36106548_BC21,0.259369674805821
cg40129553_TC21,0.606114729722526
cg42048158_BC11,0.992764847711924
cg30917716_TC21,0.8404187324233
cg37152499_TC11,0.865628464209317
cg34894907_BC21,0.807597728889204
cg44726838_BC21,0.647073330638593
cg30129085_TC21,0.938833237967998
cg31211061_TC21,0.907892106985927
cg38972131_TC11,0.836508736711887
cg45028300_BC11,0.0232408820378904
cg44174582_BC21,0.050646771974098
cg32988824_TC11,0.482056168904683
cg35574917_TC21,0.802932735295412
cg43948853_BC21,0.172217438977181
cg40220907_BC21,0.909198739321489
cg33488435_BC21,0.23174322599688
cg35821188_BC21,0.0378686807750579
cg44013238_BC21,0.111025994761972
cg39733765_TC11,0.97859012555577
cg43024296_TC21,0.951099584544964
cg35072080_TC21,0.747983172403492
cg37467387_TC21,0.934537505573214
cg44192014_TC21,0.613346315555063
cg31345839_TC21,0.798885840549227
cg36426177_BC21,0.480824774288855
cg28519521_BC21,0.538986514485536
cg43237690_BC21,0.622277939865206
cg30189731_BC11,0.646191059982908
cg33703748_BC11,0.856545273568459
cg40907221_BC11,0.945221259781398
cg30274705_TC21,0.884241380075485
cg37727420_TC21,0.847450789515407
cg28731627_BC21,0.389452909835625
cg37184401_TC21,0.716483812110908
cg28897513_TC21,0.490315230607232
cg40809067_TC21,0.722439766963853
cg33907757_BC21,0.852208219619625
cg42178392_TC21,0.634187603387481
cg31776986_BC21,0.846687100219124
cg45029964_TC21,0.911547718462172
cg41919827_BC21,0.769816789218452
cg29748967_BC21,0.342136782644017
cg39291785_BC21,0.0782429395615954
cg44527173_TC21,0.0400086629773876
cg28526307_BC21,0.340070579602838
cg41610978_TC11,0.720775723912422
cg43816801_BC21,0.876652714438715
cg36696466_TC21,0.0328894261166905
cg37273801_TC21,0.78400651000068
cg30053447_BC21,0.283663209490617
cg28378452_BC11,0.942111236843591
cg30287808_TC21,0.922459324534621
cg33818810_BC21,0.613893587193306
cg41455081_BC21,0.503581461158356
cg30492468_TC21,0.0378221936808674
cg30887815_BC21,0.959835490083171
cg28232951_BC21,0.120738832905908
cg37432371_BC21,0.53227523378254
cg33326666_TC21,0.868263013806775
cg30208535_TC11,0.900629173010912
cg32835412_BC21,0.915401458720657
cg46595435_BC21,0.638253045768362
cg44978308_BC21,0.760921173234872
cg30306355_TC21,0.919533942386321
cg31637231_BC21,0.949179026461436
cg43859799_BC21,0.912072440050218
cg32518075_BC21,0.61382990467417
cg29212669_TC11,0.956603493500332
cg43346852_TC21,0.156579410993821
cg31130360_BC21,0.779509215182275
cg41595591_BC21,0.877173523200103
cg38644483_TC21,0.794547720262971
cg34584769_TC21,0.96663264242297
cg44938130_TC21,0.566088239420169
cg34411166_BC21,0.779499877599723
cg39000998_TC21,0.956226974935648
cg36315616_TC21,0.231368464077325
cg29373170_TC21,0.302136387451045
cg46609661_TC21,0.0337773028961181
cg41634624_TC21,0.856418904029097
cg47572853_BC21,0.582920473116038
cg35598313_BC21,0.745397317863534
cg34060823_TC21,0.757299719617299
cg39099413_BC21,0.913979066267207
cg35053303_BC21,0.045256327815005
cg46969748_BC11,0.97423014755634
cg46759161_BC21,0.398105602516799
cg33469209_TC11,0.650338028198214
cg28172930_TC21,0.324971019169561
cg39892624_BC21,0.809358571845728
cg39241176_BC21,0.888136063975699
cg44044714_BC11,0.567285181196581
cg41660760_BC21,0.343957278037561
cg42899860_TC11,0.952409321601611
cg29880985_TC11,0.942972870403938
cg45141145_TC21,0.867218035033819
cg35920345_TC21,0.9626714439698
cg37490190_TC21,0.204198344763049
cg33160631_BC21,0.797839475269344
cg39764439_BC21,0.0830650630007733
cg37235182_BC11,0.786776254567151
cg34039667_TC21,0.868653582778073
cg45380941_TC21,0.657140973007579
cg41209230_TC21,0.0921896805076915
cg47962949_BC21,0.37483732878687
cg36705968_BC21,0.0169303961730428
cg33706614_TC21,0.0952200802352699
cg46714606_TC21,0.37927990080993
cg42775135_BC21,0.0371799650202306
cg36263368_BC21,0.058363696882683
cg29706694_TC21,0.38925497227497
cg32543119_TC11,0.650755927624
cg31144077_TC21,0.712966904774495
cg32568018_TC21,0.82057095117223
cg31698718_TC21,0.466871832059992
cg32436747_BC21,0.79655596713228
cg42979464_TC11,0.0164075371719301
cg40367518_BC21,0.0450645748920495
cg46217891_TC21,0.88205967704425
cg37693600_BC21,0.944277485406761
cg41459256_BC21,0.726122510739985
cg35316607_TC21,0.91484051387895
cg30062666_TC11,0.52455050731738
cg48196337_TC21,0.901922366463335
cg30349998_TC21,0.90449869680987
cg38168740_TC11,0.918130261762119
cg29751368_BC11,0.898858251397334
cg35127262_TC21,0.748644475114606
cg42446384_BC21,0.422518378632822
cg37857248_BC21,0.467885870378845
cg42209843_BC21,0.764630718752544
cg38689560_TC21,0.20120095232777
cg36657808_BC21,0.036138733391721
cg47828410_BC21,0.883726888540867
cg36705056_BC21,0.850526677393093
cg30897701_TC21,0.05513209724879
cg34646814_BC21,0.858394536350826
cg41158181_BC21,0.528829605990181
cg44010285_TC21,0.921488341090349
cg33629545_TC21,0.114768649119466
cg33914906_BC21,0.829141913099614
cg37591740_BC21,0.949991162883489
cg44177863_TC11,0.0729641845505539
cg30930666_BO21,0.913118393637652
cg35789824_BC21,0.405507834264687
cg31024593_TC21,0.83987376477486
cg37157410_BC21,0.0544862926153707
cg43781234_TC21,0.718541679382752
cg48035686_TC21,0.267280863159966
cg37017128_BC21,0.708968220327782
cg31403209_BC21,0.872140191227942
cg41126706_BC21,0.710526640657844
cg42046012_TC21,0.930142549145547
cg32255395_TC21,0.797378307505728
cg33577944_TC21,0.0989391378309005
cg40635717_TC11,0.190003987176131
cg38437678_TC21,0.903066979625781
cg41377316_TC21,0.539416499528091
cg36792101_BC21,0.596837274213425
cg35802051_TC21,0.655439685574486
cg36260105_TC21,0.425097355693227
cg29217511_BC21,0.914891201441031
cg29603694_TC21,0.955097440539588
cg29871824_BC21,0.658351797500171
cg46546757_BC21,0.907815231855692
cg36868387_BC21,0.207245030072777
cg44327319_BC21,0.948245003221532
cg45867286_BC21,0.907589073676341
cg37858175_BC21,0.304037063215898
cg36826224_BC11,0.969923307067502
cg39771760_TC11,0.838203643161525
cg40056737_TC21,0.631033136154378
cg31789921_BC21,0.700391504396332
cg29760352_BC21,0.711853640570395
cg40151975_BC21,0.923803328857888
cg44509855_TC21,0.767826313805369
cg37436708_TC21,0.926843483390594
cg48074136_BC21,0.935810466777557
cg32832779_TC21,0.89718122074842
cg35209564_TC21,0.945482046830023
cg32417887_BC11,0.693432618825083
cg34972464_BC21,0.576775444577947
cg46529962_BC21,0.876706783609538
cg32963737_BC21,0.02912722887113
cg38610081_TC21,0.0996015519611376
cg40944112_BC21,0.327097093085541
cg38146781_BC21,0.907504735088819
cg29160216_BC21,0.895904944697716
cg33282384_BC21,0.759763878885544
cg32196685_TC21,0.713397837455997
cg28732230_TC11,0.655388032418814
cg38231196_BC11,0.776845086279027
cg42282811_TC21,0.968734594794203
cg46880873_TC21,0.928526338680184
cg29740121_BC21,0.836473097652097
cg44099090_BC21,0.784938615671235
cg42646933_TC21,0.791459326841785
cg31046842_BC21,0.0290900528774538
cg36514132_BC21,0.967346635361629
cg33685417_TC11,0.442775787336791
cg35331761_TC21,0.164774420167426
cg34966984_TC21,0.140309565985691
cg47752497_BC21,0.213755476737903
cg35061146_TC21,0.0495785808797554
cg40855514_BC21,0.812783147664165
cg42186142_BC21,0.386278425432094
cg47893933_TC21,0.100266404087568
cg28839587_BC11,0.297164358449144
cg42740763_TC21,0.335562128510054
cg45912609_BC21,0.931757151182245
cg42101676_TC21,0.0282188953277778
cg46972825_BC11,0.0079949001050347
cg40529548_TC11,0.939624381148666
cg34489442_TC21,0.96737916001269
cg34972197_BC11,0.818806182208408
cg44989334_TC21,0.909376508389345
cg40108923_TC21,0.893191996998902
cg33576922_BC21,0.0504219025271444
cg43109450_BC11,0.693962342955456
cg45263241_BC21,0.842365106475596
cg40564114_BC21,0.120350749806278
cg34331957_TC21,0.898099533606744
cg42044135_BC21,0.833734805654787
cg44418614_TC21,0.0456327218161137
cg35594383_BC11,0.576593141832477
rs31563231_BC11,0.977085367980574
cg44367147_BC21,0.719674396193902
cg43329124_BC21,0.05634222942531
cg33369221_BC21,0.755012104413199
cg34490732_BC21,0.069798883874859
cg39333765_TC21,0.792745043959991
cg35194747_TC21,0.345663837605496
cg33506440_BC21,0.906008997868742
cg41147421_TC21,0.0287882938796338
cg44195723_BC21,0.046631899421747
cg40132857_TC21,0.926141231818086
cg31679298_BC21,0.943485791568295
cg44891858_TC21,0.606996719117296
cg32266411_BC21,0.388502419665724
cg30024648_BC21,0.681595716367858
cg41711711_BC21,0.862588810736436
cg33240764_TC21,0.0414665637477642
cg31064647_TC21,0.812627453033596
cg34757142_BC21,0.754016145305953
cg29813962_BC21,0.940796429389303
cg32408783_BC21,0.637566683002827
cg45126890_TC21,0.852358032002618
cg34942669_TC21,0.595966370989627
cg36790907_BC21,0.777996203238923
cg31048455_BC21,0.922358804082372
cg32597904_BC21,0.032838027691619
cg38450231_TC11,0.0861097225878022
cg46492685_TC21,0.921066289923072
cg30294260_BC11,0.023035976147601
cg29305855_TC21,0.029588908812267
cg45880122_BC21,0.905204731185015
cg37038507_BC21,0.823907221809065
cg30511395_BC21,0.915118234155466
cg38660273_BC21,0.909672638933397
cg29804695_TC21,0.815339659566285
cg40182450_TC21,0.46317313404773
cg46607468_BC21,0.304401307483455
cg42552592_TC21,0.942206382969191
cg41436808_TC21,0.706405438759375
cg43520110_TC21,0.624668519783929
cg42097520_BC21,0.101653257559882
cg40547427_BC21,0.736430696130119
cg37207609_TC21,0.928093133473645
cg46739325_BC21,0.112654170178536
cg29533500_TC21,0.307530665637351
cg33535421_BC21,0.506610966584737
cg41797606_TC21,0.0319051135066993
cg30008337_BC11,0.0127289299210171
cg34198975_BC21,0.272628537222178
cg41487173_BC21,0.64084611785144
cg35762894_BC11,0.944651931170132
cg38282906_TC21,0.815760617516479
cg33518614_BC21,0.0436362311903896
cg43271318_TC21,0.0178216166794832
cg44575284_BC21,0.536484560355864
cg32300941_TC21,0.672970578815797
cg28743972_BC11,0.0095054083386067
cg33791966_TC11,0.0301638709894314
cg36360007_BC11,0.944012495631482
cg36977737_TC11,0.263516718000589
cg29755362_BC21,0.519606463679614
cg28422813_BC11,0.129496048451879
cg46113988_TC21,0.494415581224223
cg32037754_TC21,0.548342902262058
cg41908456_TC21,0.0347737368223091
cg43685462_BC11,0.313129457935537
cg29699016_BC21,0.0791232913031885
cg28285203_TC21,0.729776442951738
cg44611409_BC21,0.949944335452955
cg43243226_BC21,0.85628672570345
cg41335921_BC21,0.6546477815006
cg34183483_BC21,0.0191929486782405
cg32193118_BC21,0.857065866145183
cg44327017_TC21,0.619925021338132
cg46998049_TC21,0.0880944409931506
cg39922741_BC21,0.921128921110894
cg45318639_TC21,0.45233960043826
cg37949580_BC21,0.853651346768168
cg45283849_BC11,0.962816250686564
cg35934724_TC21,0.718296872595722
cg42671084_BC21,0.0465142559874198
cg45290904_BC21,0.848133512234939
cg46456883_BC11,0.992322524411235
cg46748166_BC21,0.906374931459642
cg34835329_BC21,0.80854257881087
cg28278130_BC21,0.139170789599435
cg31670435_BC21,0.872129865455868
cg42954375_BC11,0.166728458731595
cg29858387_BC21,0.773216056648103
cg29137043_BC21,0.828604263740845
cg33590355_TC21,0.617575075726432
cg32320929_TC21,0.316627614127666
cg41780063_BC21,0.712064645513229
cg46104168_BC21,0.883063455395185
cg37706854_TC21,0.467923348415039
cg38752163_BC21,0.0339571045805774
cg33062246_BC21,0.714699735096127
cg29147880_BC21,0.594522221811607
cg45651656_TC21,0.920208094238675
cg45943600_BC21,0.823296309601163
cg46297708_TC21,0.379345831729491
cg44796963_BC21,0.835688399632949
cg47663063_TC21,0.418258876553994
cg33450625_TC21,0.930925909109443
cg28815637_TC21,0.0377734813525346
cg39009086_TC21,0.926579319330052
cg43970880_TC21,0.787275728023608
cg35000926_BC21,0.889936275937506
cg44085559_TC21,0.926490108926365
cg46680788_TC21,0.928971449847282
cg36937695_TC21,0.700692386572776
cg45558655_BC21,0.920025127284335
cg29321579_BC21,0.573001900786798
cg41539902_BC21,0.964509021406499
cg36262667_BC21,0.0743607242573841
cg31864821_TC21,0.85106573819655
cg46151124_BC11,0.891920035564237
cg47956938_TC21,0.857611424970026
cg29171080_BC21,0.908371197389662
cg34664719_TC21,0.404281626037251
cg43901058_TC21,0.877990820602703
cg43349884_BC21,0.894046830093017
cg28317763_BC21,0.161794669979347
cg39752311_TC21,0.78477108646817
cg30875404_BC21,0.321596172919492
cg36150955_TC21,0.879728030701397
cg44744680_TC21,0.622039232868839
cg40827757_TC21,0.0339434116749914
cg43619718_BC11,0.0251504269260977
cg42670771_BC21,0.896469253420683
cg37452207_TC11,0.231686814372171
cg29232817_BC21,0.0932424768299998
cg32841172_BC11,0.0243412684929504
cg39665606_TC21,0.901599072167542
cg28619970_TC11,0.65418442466685
cg39085287_BC21,0.350984279416693
cg33852906_TC21,0.857343933035852
cg42820177_BC21,0.558577851085413
cg47337568_TC21,0.575711891844269
cg30242649_TC21,0.831004407663629
cg43766265_TC11,0.622726389590695
cg33767461_TC21,0.799534608420075
cg34085075_TC21,0.973087426308403
cg44650751_TC21,0.191467918156075
cg44942862_TC11,0.670608054584428
cg44958447_BC21,0.88305514874832
cg37628026_BC21,0.0534518859198007
cg42837786_TC21,0.0690371076386168
cg40600209_BC21,0.601599102545923
cg31445964_TC21,0.891159034592789
cg37195277_TC11,0.77187649829753
cg33384211_TC21,0.923308715654472
cg35655377_BC21,0.891227487789487
cg29321548_BC11,0.660006835827427
cg40018127_TC21,0.0273817481570919
cg41523371_BC11,0.00707686290547
cg30661902_TC11,0.954148233157521
cg41995908_TC21,0.774202552695994
cg43688852_TC21,0.642950913936538
cg33181948_BC11,0.822393287401398
cg34864788_BC21,0.928596123143377
cg42606117_BC21,0.113078458409606
cg44763231_BC11,0.0352744070507905
ch839010912_TC21,0.0507658492023984
cg35199234_TC21,0.787035753515367
cg44318590_BC21,0.411056851545628
cg33967516_BC21,0.40205904344121
cg42178269_BC21,0.0758088888266749
cg46112698_BC21,0.831821939792998
cg38409827_TC21,0.0629059815927631
cg43630778_BC21,0.483789449286482
cg33504551_TC11,0.0802801128497512
cg38277614_BC21,0.630861550670657
cg38304128_TC11,0.010907694224883
ch728658554_TC21,0.0211861171992807
cg40911594_BC21,0.860462883186421
cg41302717_BC11,0.265940984004252
cg30119328_BC21,0.856805385133196
cg35860353_TC11,0.826711642129654
cg29177378_BC11,0.894497554147595
cg43537454_TC11,0.862137538110578
cg46176572_TC21,0.165182830441906
cg46536497_BC11,0.0845841176556778
cg29479379_BC11,0.897695066172652
cg32471933_BC21,0.957174814592139
cg36045523_BC21,0.922077091171685
cg35250032_TC21,0.306144077697305
cg44551421_BC21,0.853769391376732
cg29290353_BC21,0.860016582576687
cg29928687_BC21,0.0390481654262989
cg35727259_BC21,0.0642982463984111
cg42836217_BC21,0.0544316004293091
cg39137201_TC21,0.842734282548801
cg46082837_BC11,0.722245561482553
cg37977544_BC21,0.942929102282593
cg34765925_BC11,0.0078854481091204
cg29093114_TC21,0.603044914367216
cg44921336_BC21,0.583842986813236
cg35049035_BC21,0.544957146660552
cg30850025_TC21,0.544601927840668
ch365482877_TC21,0.0610282378563509
cg29248796_TC21,0.682225803849945
cg28545316_TC21,0.835952660273195
cg40394715_BC21,0.0728685305822806
cg34741612_BC21,0.867341452638194
cg45071995_TC21,0.853127676395117
cg44004908_TC21,0.0593363363315247
cg31725934_BC21,0.444055934737055
cg28715881_TC21,0.650416525784055
cg44551074_BC21,0.960552471944573
cg39346199_BC21,0.68666652816727
cg44078745_BC21,0.955645203552826
cg45004627_BC21,0.681969450536248
cg41089638_BC21,0.879654395910668
cg42648687_TC21,0.0617942648542208
cg38751332_TC21,0.8666274852974
cg45277126_BC11,0.918905695048341
cg36134363_TC21,0.965717204390913
cg47726722_BC21,0.455845682039254
cg44274634_TC21,0.613449241841713
cg38209723_TC21,0.894185274258588
cg36421610_BC11,0.0466213341297761
cg31524187_BC21,0.934729754527393
cg35842735_TC21,0.777480606427775
cg42463277_BC21,0.103118699222059
cg29378146_BC21,0.832075976022229
cg40831473_BC11,0.562576907810508
cg43280693_BC11,0.889629474744297
cg42158467_TC21,0.638352323571217
cg32164566_BC21,0.910174467574736
cg45232598_BC21,0.0922394164851089
ch488974583_TC21,0.0182099265143057
cg40996644_BC21,0.804972173263123
cg36274360_BC21,0.952300389009816
cg29601313_BC21,0.0620832714797083
cg46974175_BC21,0.235691966564821
cg42366246_BC21,0.0951495511136717
cg36619824_TC21,0.920874422191605
cg29506513_BC21,0.420564372618618
cg34425718_BC21,0.928953884323839
cg41906278_TC21,0.37342077195958
cg38246985_TC21,0.60072765984466
cg44386136_TC21,0.290132239649874
cg39938502_TC21,0.816840274328946
cg38660095_BC21,0.900030626976283
cg28816259_TC21,0.92986133679801
cg37740142_TC21,0.804967016735993
cg42505079_TC11,0.972076376867694
cg47251721_BC21,0.665310217394458
cg32276280_BC21,0.652064344774822
cg47339424_BC11,0.512414623087751
cg43066652_TC21,0.792234896060385
cg32619610_BC21,0.91313708941925
cg46613028_BC21,0.551564335480546
cg38696530_BC11,0.0810630621285439
cg29606480_TC21,0.775639380041439
cg46973169_TC11,0.87576986087816
cg45046901_TC21,0.35526779926589
cg44073241_TC21,0.786578795410325
cg33264584_TC21,0.267014949974647
cg41393504_TC21,0.904801177233208
cg44932686_BC21,0.766281428613074
cg47388403_TC21,0.0677962114249151
cg44008769_TC21,0.109435925721631
cg32508983_BC21,0.64204716862697
cg33855988_TC21,0.836484091014411
cg42663307_BC21,0.886411928006714
cg29036442_TC21,0.911513052335171
cg46752017_BC21,0.717675062407848
cg28649509_TC21,0.78382127790207
cg38918717_TC21,0.910627808100766
cg33542226_BC21,0.0611058466455826
cg36440512_TC21,0.0275220329993449
cg28652648_BC21,0.550981006929532
cg47216642_BC21,0.0279911261813422
cg44191101_TC11,0.674080546152721
cg30331837_BC21,0.924600592674064
cg41927816_BC21,0.967213507653115
cg32953144_BC11,0.0381369372702702
cg38255705_BC21,0.825147602918023
cg28697864_BC11,0.905272910309368
cg32504138_BC11,0.857989934915524
cg36697358_BC21,0.861346767677707
cg40562150_BC11,0.952758951927702
cg31422434_BC21,0.438186319884549
cg46165830_TC21,0.955351870157662
cg30876850_TC21,0.835189779414343
cg36761804_BC21,0.964519524022369
cg39915416_BC21,0.937136603078182
